"surah","ayahs","cause"
33,"28-29","عَنْ عَبْدِ اللهِ بْنِ عَبَّاسٍ رضي الله عنهما قَالَ: لَمْ أَزَلْ حَرِيصاً عَلَى أَنْ أَسْأَلَ عُمَرَ بْنَ الْخَطَّابِ عَنْ الْمَرْأَتَيْنِ... ) قال: (... وَكُنَّا مَعْشَرَ قُرَيْشٍ نَغْلِبُ النِّسَاءَ، فَلَمَّا قَدِمْنَا عَلَى الْأَنْصَارِ إِذَا قَوْمٌ تَغْلِبُهُمْ نِسَاؤُهُمْ، فَطَفِقَ نِسَاؤُنَا يَأْخُذْنَ مِنْ أَدَبِ نِسَاءِ الْأَنْصَارِ، فَصَخِبْتُ عَلَى امْرَأَتِي فَرَاجَعَتْنِي، فَأَنْكَرْتُ أَنْ تُرَاجِعَنِي، قَالَتْ: وَلِمَ تُنْكِرُ أَنْ أَرَاجِعَكَ؟ فَوَاللهِ إِنَّ أَزْوَاجَ النَّبِيِّ ﷺ لِيُرَاجِعْنَهُ، وَإِنَّ إِحْدَاهُنَّ لَتَهْجُرُهُ الْيَوْمَ حَتَّى اللَّيْلِ. فَأَفْزَعَنِي ذَلِكَ. وَقُلْتُ لَهَا: قَدْ خَابَ مَنْ فَعَلَ ذَلِكِ مِنْهُنَّ. ثُمَّ جَمَعْتُ عَلَيَّ ثِيَابِي، فَنَزَلْتُ فَدَخَلْتُ عَلَى حَفْصَةَ، فَقُلْتَ لَهَا: أَيْ حَفْصَةُ أَتُغَاضِبُ إِحْدَاكُنَّ النَّبِيَّ ﷺ الْيَوْمَ حَتَّى اللَّيْلِ؟ قَالَتْ: نَعَمْ، فَقُلْتُ: قَدْ خِبْتِ وَخَسِرْتِ، أَفَتَأْمَنِينَ أَنْ يَغْضَبَ اللهُ لِغَضَبِ رَسُولِهِ فَتَهْلِكِي؟ لَا تَسْتَكْثِرِي النَّبِيَّ وَلَا تُرَاجِعِيهِ فِي شَيْءٍ وَلَا تَهْجُرِيهِ، وَسَلِينِي مَا بَدَا لَكِ، وَلَا يَغُرَّنَّكِ أَنْ كَانَتْ جَارَتُكِ أَوْضَأَ مِنْكِ وَأَحَبَّ إِلَى النَّبِيِّ، - يُرِيدُ عَائِشَةَ -.

قَالَ عُمَرُ: وَكُنَّا قَدْ تَحَدَّثْنَا أَنَّ غَسَّانَ تُنْعِلُ الْخَيْلَ لِغَزْوِنَا، فَنَزَلَ صَاحِبِي الْأَنْصَارِيُّ يَوْمَ نَوْبَتِهِ، فَرَجَعَ إِلَيْنَا عِشَاءً فَضَرَبَ بَابِي ضَرْباً شَدِيداً، وَقَالَ: أَثَمَّ هُوَ؟ فَفَزِعْتُ فَخَرَجْتُ إِلَيْهِ، فَقَالَ: قَدْ حَدَثَ الْيَوْمَ أَمْرٌ عَظِيمٌ، قُلْتُ: مَا هُوَ أَجَاءَ غَسَّانُ؟ قَالَ: لَا، بَلْ أَعْظَمُ مِنْ ذَلِكَ وَأَهْوَلُ، طَلَّقَ النَّبِيُّ نِسَاءَهُ - وَقَالَ عُبَيْدُ بْنُ حُنَيْنٍ: سَمِعَ ابْنَ عَبَّاسٍ عَنْ عُمَرَ فَقَالَ: اعْتَزَلَ النَّبِيُّ أَزْوَاجَهُ -، فَقُلْتُ: خَابَتْ حَفْصَةُ وَخَسِرَتْ، قَدْ كُنْتُ أَظُنُّ هَذَا يُوشِكُ أَنْ يَكُونَ، فَجَمَعْتُ عَلَيَّ ثِيَابِي، فَصَلَّيْتُ صَلَاةَ الْفَجْرِ مع النَّبِيِّ ﷺ، فَدَخَلَ النَّبِيُّ ﷺ مَشْرُبَةً لَهُ فَاعْتَزَلَ فِيهَا، وَدَخَلْتُ عَلَى حَفْصَةَ فَإِذَا هِيَ تَبْكِي، فَقُلْتُ: مَا يُبْكِيكِ؟ أَلَمْ أَكُنْ حَذَّرْتُكِ هَذَا، أَطَلَّقَكُنَّ النَّبِيُّ ﷺ؟ قَالَتْ: لَا أَدْرِي، هَا هُوَ ذَا مُعْتَزِلٌ فِي الْمَشْرُبَةِ، فَخَرَجْتُ فَجِئْتُ إِلَى الْمِنْبَرِ، فَإِذَا حَوْلَهُ رَهْطُ يَبْكِي بَعْضُهُمْ، فَجَلَسْتُ مَعَهُمْ قَلِيلًا، ثُمَّ غَلَبَنِي مَا أَجِدُ، فَجِئْتُ الْمَشْرُبَةَ الَّتِي فِيهَا النَّبِيُّ ﷺ، فَقُلْتُ لِغُلَامٍ لَهُ أَسْوَدَ: اسْتَأْذِنْ لِعُمَرَ. فَدَخَلَ الْغُلَامُ فَكَلَّمَ النَّبِيَّ ﷺ ثُمَّ رَجَعَ، فَقَالَ: كَلَّمْتُ النَّبِيَّ وَذَكَرْتُكَ لَهُ فَصَمَتَ. فَانْصَرَفْتُ حَتَّى جَلَسْتُ مَعَ الرَّهْطِ الَّذِينَ عِنْدَ الْمِنْبَرِ، ثُمَّ غَلَبَنِي مَا أَجِدُ فَجِئْتُ فَقُلْتُ لِلْغُلَامِ: اسْتَأْذِنْ لِعُمَرَ، فَدَخَلَ ثُمَّ رَجَعَ فَقَالَ: قَدْ ذَكَرْتُكَ لَهُ فَصَمَتَ. فَرَجَعْتُ فَجَلَسْتُ مَعَ الرَّهْطِ الَّذِينَ عِنْدَ الْمِنْبَرِ، ثُمَّ غَلَبَنِي مَا أَجِدُ، فَجِئْتُ الْغُلَامَ فَقُلْتُ: اسْتَأْذِنْ لِعُمَرَ، فَدَخَلَ ثُمَّ رَجَعَ إِلَيَّ فَقَالَ: قَدْ ذَكَرْتُكَ لَهُ فَصَمَتَ. فَلَمَّا وَلَّيْتُ مُنْصَرِفاً، قَالَ: إِذَا الْغُلَامُ يَدْعُونِي، فَقَالَ: قَدْ أَذِنَ لَكَ النَّبِيُّ ﷺ.

فَدَخَلْتُ عَلَى رَسُولِ اللهِ ﷺ فَإِذَا هُوَ مُضْطَجِعُ عَلَى رِمَالِ حَصِيرٍ، لَيْسَ بَيْنَهُ وَبَيْنَهُ فِرَاشٌ، قَدْ أَثَّرَ الرِّمَالُ بِجَنْبِهِ، مُتَّكِئاً عَلَى وِسَادَةٍ مِنْ أَدَمٍ حَشْوُهَا لِيفٌ، فَسَلَّمْتُ عَلَيْهِ ثُمَّ قُلْتُ وَأَنَا قَائِمٌ: يَا رَسُولَ اللهِ، أَطَلَّقْتَ نِسَاءَكَ؟ فَرَفَعَ إِلَيَّ بَصَرَهُ فَقَالَ: « لا » فَقُلْتُ: اللهُ أَكْبَرُ، ثُمَّ قُلْتُ وَأَنَا قَائِمٌ أَسْتَأْنِسُ: يَا رَسُولَ اللهِ، لَوْ رَأَيْتَنِي وَكُنَّا مَعْشَرَ قُرَيْشٍ نَغْلِبُ النِّسَاءَ، فَلَمَّا قَدِمْنَا الْمَدِينَة إِذَا قَوْمٌ تَغْلِبُهُمْ نِسَاؤُهُمْ، فَتَبَسَّمَ النَّبِيُّ ﷺ، ثُمَّ قُلْتُ: يَا رَسُولَ اللهِ لَوْ رَأَيْتَنِي وَدَخَلْتُ على حَفْصَةَ فَقُلْتُ لَهَا: لَا يَغُرَّنَّكِ أَنْ كَانَتْ جَارَتُكِ أَوْضَأَ مِنْكِ وَأَحَبَّ إِلَى النَّبِيِّ ﷺ، يُرِيدُ عَائِشَةَ. فَتَبَسَّمَ النَّبِيُّ ﷺ تَبَسَّمَةً أُخْرَى، فَجَلَسْتُ حِينَ رَأَيْتُهُ تَبَسَّمَ، فَرَفَعْتُ بَصَرِي فِي بَيْتِهِ، فَوَاللهِ مَا رَأَيْتُ فِي بَيْتِهِ شَيْئًا يَرُدُّ الْبَصَرَ، غَيْرَ أَهَبَةٍ ثَلَاثَةٍ، فَقُلْتُ: يَا رَسُولَ اللهِ ادْعُ اللهَ فَلْيُوَسِّعْ عَلَى أُمَّتِكَ، فَإِنَّ فَارِسَ وَالرُّومَ قَدْ وُسِّعَ عَلَيْهِمْ وَأَعْطُوا الدُّنْيَا، وَهُمْ لَا يَعْبُدُونَ اللهَ، فَجَلَسَ النَّبِيُّ ﷺ وَكَانَ مُتَّكِئاً فَقَالَ: « أَوَفِي هَذَا أَنْتَ يَا ابْنَ الْخَطَّابِ؟! إِنَّ أُولَئِكَ قَوْمٌ عُجِّلُوا طَيِّبَاتِهِمْ فِي الْحَيَاةَ الدُّنْيَا » فَقُلْتُ: يَا رَسُولَ اللهِ اسْتَغْفِرْ لي.

فَاعْتَزَلَ النَّبِيُّ ﷺ نِسَاءَهُ مِنْ أَجْلِ ذَلِكَ الْحَدِيثِ حِينَ أَفْشَتْهُ حَفْصَةُ إِلَى عَائِشَةَ تِسْعاً وَعِشْرِينَ لَيْلَةً، وَكَانَ قَالَ: « مَا أَنَا بِدَاخِلٍ عَلَيْهِنَّ شَهْراً »، مِنْ شِدَّةِ مَوْجِدَتِهِ عَلَيْهِنَّ حِينَ عَاتَبَهُ اللهُ، فَلَمَّا مَضَتْ تِسْعٌ وَعِشْرُونَ لَيْلَةً دَخَلَ عَلَى عَائِشَةَ، فَبَدَأَ بِهَا، فَقَالَتْ لَهُ عَائِشَةُ: يَا رَسُولَ اللهِ، إِنَّكَ كُنْتَ قَدْ أَقْسَمْتَ أَنْ لَا تَدْخُلَ عَلَيْنَا شَهْراً، وَإِنَّمَا أَصْبَحْتَ مِنْ تِسْعٍ وَعِشْرِينَ لَيْلَةً، أَعُدُّهَا عَدًّا، فَقَالَ: « الشَّهْرُ تِسْعٌ وَعِشْرُونَ لَيْلَةً ». ذَلِكَ الشَّهْرُ تِسْعاً وَعِشْرِينَ لَيْلَةً، قَالَتْ عَائِشَةُ: ثُمَّ أَنْزَلَ اللهُ تَعَالَى آيَةَ التَّخَيُّرِ، فَبَدَأَ بِي أَوَّلَ امْرَأَةٍ مِنْ نِسَائِهِ فَاخْتَرْتُهُ، ثُمَّ خَيَّرَ نِسَاءَهُ كُلَّهُنَّ، فَقُلْنَ مِثْلَ مَا قَالَتْ عَائِشَةُ. واللفظ للبخاري."
33,"28-29","عَنْ جَابِرِ بْنِ عَبْدِ اللهِ قَالَ: دَخَلَ أَبُو بَكْرٍ يَسْتَأْذِنُ عَلَى رَسُولِ اللهِ ﷺ، فَوَجَدَ النَّاسِ جُلُوساً بِبَابِهِ، لَمْ يُؤْذَنْ لِأَحَدٍ مِنْهُمْ، قَالَ: فَأُذِنَ لِأَبِي بَكْرٍ فَدَخَلَ، ثُمَّ أَقْبَلَ عُمَرُ فَاسْتَأْذَنَ فَأُذِنَ لَهُ، فَوَجَدَ النَّبِيَّ ﷺ جَالِساً حَوْلَهُ نِسَاؤُهُ، وَاجِماً سَاكِتاً، قَالَ: فَقَالَ: - أي عمر - لَأَقُولَنَّ شَيْئاً أُضْحِكُ النَّبِيَّ ﷺ، فَقَالَ: يَا رَسُولَ اللهِ، لَوْ رَأَيْتَ بِنْت خَارِجَةَ، سَأَلَتْنِي النَّفَقَةَ فَقُمْتُ إِلَيْهَا فَوَجَأْتُ عُنُقَهَا، فَضَحِكَ رَسُولُ اللهِ ﷺ وَقَالَ: « هُنَّ حَوْلِي كَمَا تَرَى يَسْأَلْنَنِي النَّفَقَةِ ». فَقَامَ أَبُو بَكْرٍ إِلَى عَائِشَةَ يَجَأُ عُنُقَهَا، فَقَامَ عُمَرُ إِلَى حَفْصَةَ يَجَأُ عُنُقَهَا، كِلَاهُمَا يَقُولُ: تَسْأَلْنَ رَسُولَ اللهِ ﷺ مَا لَيْسَ عِنْدَهُ؟! فَقُلْنَ: وَاللهِ، لَا نَسْأَلُ رَسُولَ اللهِ ﷺ شَيْئاً أَبَداً لَيْسَ عِنْدَهُ، ثُمَّ اعْتَزَلَهُنَّ شَهْراً أَوْ تِسْعاً وَعِشْرِينَ، ثُمَّ نَزَلَتْ عَلَيْهِ هَذِهِ الْآيَةُ: { يَـٰٓأَيُّهَا ٱلنَّبِىُّ قُل لِّأَزْوَٰجِكَ }، حَتَّى بَلَغَ { لِلْمُحْسِنَـٰتِ مِنكُنَّ أَجْرًا عَظِيمًا }.

قَالَ: فَبَدَأَ بِعَائِشَةَ، فَقَالَ: « يَا عَائِشَةُ، إِنِّي أُرِيدُ أَنْ أَعْرِضَ عَلَيْكِ أَمْراً أُحِبُّ أَنْ لَا تَعْجَلِي فِيهِ حَتَّى تَسْتَشِيرِي أَبَوَيْكِ » قَالَتْ: وَمَا هُوَ يَا رَسُولَ اللهِ؟ فَتَلَا عَلَيْهَا الْآيَةَ. قَالَتْ: أَفِيكَ يَا رَسُولَ اللهِ، أَسْتَشِيرُ أَبَوَيَّ؟ بَلْ أَخْتَارُ اللهَ وَرَسُولَهُ وَالدَّارَ الْآخِرَةَ، وَأَسْأَلُكَ أَنْ لَا تُخْبِرَ امْرَأَةً مِنْ نِسَائِكَ بِالَّذِي قُلْتُ: قَالَ: « لَا تَسْأَلُنِي امْرَأَةٌ مِنْهُنَّ إِلَّا أَخْبَرْتُهَا، إِنَّ اللهَ لَمْ يَبْعَثْنِي مُعَنِّتاً وَلَا مُتَعَنِّتاً وَلَكِنْ بَعَثَنِي مُعَلِّماً مُيَسْراً ». واللفظ لمسلم"
33,"35","عَنْ أُمِّ عُمَارَةَ الْأَنْصَارِيَّةِ رضي الله عنها أَنَّهَا أَتَتِ النَّبِيَّ ﷺ فَقَالَتْ: مَا أَرَى كُلَّ شَيْءٍ إِلَّا لِلرِّجَالِ، وَمَا أَرَى النِّسَاءَ يُذْكَرْنَ بِشَيْءٍ، فَنَزَلَتْ هَذِهِ الْآيَة: { إِنَّ ٱلْمُسْلِمِينَ وَٱلْمُسْلِمَـٰتِ وَٱلْمُؤْمِنِينَ وَٱلْمُؤْمِنَـٰتِ } الآية. واللفظ للترمذي."
33,"35","وهناك سبب ثان للنزول: فقد جاء عَنْ أُمِّ سَلَمَةَ قَالَتْ: قُلْتُ: يَا رَسُولَ اللهِ ﷺ مَا لَنَا لَا نُذْكَرُ فِي الْقُرْآنِ كَمَا يُذْكَرُ الرِّجَالُ؟ قَالَتْ: فَلَمْ يَرُعْنِي مِنْهُ يَوْماً إِلَّا وَنِدَاؤُهُ عَلَى الْمِنْبَرِ: « يَا أَيُّهَا النَّاسُ » قَالَتْ: وَأَنَا أُسَرِّحُ رَأْسِي، فَلَفَفْتُ شَعْرِي، ثُمَّ دَنَوْتُ مِنَ الْبَابِ، فَجَعَلْتُ سَمْعِي عِنْدَ الْجَرِيدِ، فَسَمِعْتُهُ يَقُولُ: إِنَّ اللهَ عز و جل يَقُولُ: { إِنَّ ٱلْمُسْلِمِينَ وَٱلْمُسْلِمَـٰتِ وَٱلْمُؤْمِنِينَ وَٱلْمُؤْمِنَـٰتِ }، هَذه الْآيَةَ، قَالَ عَفَّانُ: { أَعَدَّ ٱللَّهُ لَهُم مَّغْفِرَةً وَأَجْرًا عَظِيمًا }. واللفظ لأحمد."
33,"36","عن ابن عباس رضي الله عنهما قال: خطب رسول الله ﷺ زينب بنت جحش رضي الله عنها، لزيد بن حارثة رضي الله عنه، فاستنكفت منه وقالت: أنا خير منه حسبا، وكانت امرأة فيها حدة، فأنزل الله تعالى { وَمَا كَانَ لِمُؤْمِنٍ وَلَا مُؤْمِنَةٍ } الآية كلها."
33,"36","وعن قتادة رحمه الله: نزلت هذه الآية في زينب بنت جحش رضي الله عنها، وكانت بنت عمة رسول الله ﷺ، فخطبها رسول الله ﷺ فرضيت وظنت أنه يخطبها على نفسه، ولما علمت أنه يخطبها على زيد بن حارثة رضي الله عنه أبت وأنكرت، فأنزل الله: { وَمَا كَانَ لِمُؤْمِنٍ وَلَا مُؤْمِنَةٍ } الآية."
33,"37","عَنْ أَنَسِ بْنِ مَالِكٍ رضي الله عنه: أَنَّ هَذِهِ الْآيَةَ { وَتُخْفِى فِى نَفْسِكَ مَا ٱللَّهُ مُبْدِيهِ }، نَزَلَتْ فِي شَأْنِ زَيْنَبَ بِنْتِ جَحْشٍ، وَزَيْدِ بْنِ حَارِثَةَ. واللفظ للبخاري."
33,"37","عَنْ أَنَسٍ رضي الله عنه قَالَ: جَاءَ زَيْدُ بْنُ حَارِثَةَ يَشْكُو، فَجَعَلَ النَّبِيُّ ﷺ يَقُولُ: « اتَّقِ اللهَ، وَأَمْسِكْ عَلَيْكَ زَوْجَكَ »، فَنَزَلَتْ: { وَتُخْفِى فِى نَفْسِكَ مَا ٱللَّهُ مُبْدِيهِ }، قَالَ أَنَسٌ: فَلَوْ كَانَ رَسُولُ اللهِ ﷺ كَاتِماً شَيْئاً لَكَتَمَ هَذِه الآية، فما أولم على امرأة من نسائه ما أولم عليها، ذبح شاة، { فَلَمَّا قَضَىٰ زَيْدٌ مِّنْهَا وَطَرًا زَوَّجْنَـٰكَهَا }، قَالَ: فَكَانَتْ تَفْخَرُ عَلَى أَزْوَاجِ النَّبِيِّ ﷺ، تَقُولُ: زَوَّجَكُنَّ أَهَالِيكُنَّ، وَزَوَّجَني اللهُ تَعَالَى مِنْ فَوْقِ سَبْعِ سَمَوَاتٍ."
33,"37","عَنْ أَنَسٍ رضي الله عنه قَالَ: ( لَمَّا انْقَضَتْ عِدَّةُ زَيْنَبَ قَالَ رَسُولُ اللهِ ﷺ لِزَيْدٍ: « فَاذْكُرْهَا عَلَيَّ » قَالَ: فَانْطَلَقَ زَيْدٌ حَتَّى أَتَاهَا وَهِيَ تُخَمِّرُ عَجِينَهَا، قَالَ: فَلَمَّا رَأَيْتُهَا عَظُمَتْ فِي صَدْرِي، حَتَّى مَا أَسْتَطِيعُ أَنْ أَنْظُرَ إِلَيْهَا أَنَّ رَسُولَ اللهِ ﷺ ذَكَرَهَا، فَوَلَّيْتُهَا ظَهْرِي وَنَكَصْتُ عَلَى عَقِبِي، فَقُلْتُ: يَا زَيْنَبُ، أَرْسَلَ رَسُولُ اللهِ ﷺ يَذْكُرُكِ، قَالَتْ: مَا أَنَا بِصَانِعَةٍ شَيْئًا حَتَّى أُوَامِرَ رَبِّي. فَقَامَتْ إِلَى مَسْجِدِهَا، وَنَزَلَ الْقُرْآنُ...). واللفظ لمسلم."
33,"51","عَنْ عَائِشَةَ رضي الله عنها قَالَتْ: كُنْتُ أَغَارُ عَلَى اللَّاتِي وَهَبْنَ أَنْفُسَهُنَّ لِرَسُولِ اللهِ، وَأَقُولُ: أَتَهَبُ الْمَرْأَةُ نَفْسَهَا؟ فَأَنْزَلَ اللهُ تَعَالَى: { تُرْجِى مَن تَشَآءُ مِنْهُنَّ وَتُـْٔوِىٓ إِلَيْكَ مَن تَشَآءُ ۖ وَمَنِ ٱبْتَغَيْتَ مِمَّنْ عَزَلْتَ فَلَا جُنَاحَ عَلَيْكَ ۚ }، قُلْتُ: وَاللهِ مَا أَرَى رَبَّكَ إِلَّا يُسَارِعُ فِي هَوَاكَ. واللفظ للبخاري."
